userID,smoker,drink_level,dress_preference,user_ambience,transport,marital_status,hijos,birth_year,interest,personality,religion,activity,color,weight,budget,height,new_user_cuisine,new_user_payments,user_avg_rating,user_avg_food_rating,user_avg_service_rating,user_avg_rating_text,user_avg_rating_bin,placeID,name,address,city,country,alcohol,smoking_area,dress_code,accessibility,price,state,res_ambience,franchise,area,other_services,res_accept_pay,res_cuisine,res_parking,res_avg_rating,res_avg_food,res_avg_service,res_avg_rating_text,res_avg_rating_bin,cus_res_rating,cus_res_food_rating,cus_res_service_rating
U1014,0,abstemious,NULL,friends,public,single,independent,1990,none,hard-worker,Catholic,student,blue,53,medium,1.69,multiple,only cash,1.36,1,1.09,Satisfactory,1,135042,Restaurant Oriental Express,Tangamanga 7 Tangamanga,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,only cash,Chinese,none,1.25,1.25,1.15,Satisfactory,1,1,1,0
U1016,0,casual drinker,informal,friends,on foot,single,independent,1991,eco-friendly,thrifty-protector,Catholic,student,green,70,medium,1.67,multiple,only cash,1.92,2,1.69,Satisfactory,1,135042,Restaurant Oriental Express,Tangamanga 7 Tangamanga,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,only cash,Chinese,none,1.25,1.25,1.15,Satisfactory,1,1,2,2
U1085,0,abstemious,no preference,solitary,car owner,single,independent,1988,technology,thrifty-protector,Catholic,student,black,84,NULL,1.7,Mexican,only cash,1.4,1.6,1.5,Satisfactory,1,135042,Restaurant Oriental Express,Tangamanga 7 Tangamanga,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,only cash,Chinese,none,1.25,1.25,1.15,Satisfactory,1,0,0,0
U1076,0,social drinker,elegant,family,public,married,kids,1987,technology,thrifty-protector,Catholic,student,blue,65,medium,1.71,Mexican,multiple,1.4,1.6,1.4,Satisfactory,1,135042,Restaurant Oriental Express,Tangamanga 7 Tangamanga,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,only cash,Chinese,none,1.25,1.25,1.15,Satisfactory,1,2,2,2
U1099,1,social drinker,informal,family,public,single,independent,1989,technology,conformist,Catholic,student,purple,70,high,2,Mexican,multiple,1.09,1.18,1.09,Satisfactory,1,135042,Restaurant Oriental Express,Tangamanga 7 Tangamanga,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,only cash,Chinese,none,1.25,1.25,1.15,Satisfactory,1,1,1,1
U1106,0,casual drinker,informal,friends,car owner,single,independent,1930,technology,hard-worker,Catholic,professional,blue,65,medium,1.71,Barbecue,multiple,1.39,1.11,0.89,Satisfactory,1,135042,Restaurant Oriental Express,Tangamanga 7 Tangamanga,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,only cash,Chinese,none,1.25,1.25,1.15,Satisfactory,1,2,0,0
U1109,0,abstemious,formal,solitary,public,single,independent,1989,eco-friendly,thrifty-protector,Catholic,student,blue,57,low,1.72,Mexican,only cash,1.8,1.8,1.8,Satisfactory,1,135042,Restaurant Oriental Express,Tangamanga 7 Tangamanga,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,only cash,Chinese,none,1.25,1.25,1.15,Satisfactory,1,2,2,2
U1135,0,casual drinker,informal,family,on foot,single,kids,1988,variety,hunter-ostentatious,Catholic,student,purple,66,low,1.54,multiple,only cash,0,0,0,Unsatisfactory,0,135042,Restaurant Oriental Express,Tangamanga 7 Tangamanga,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,only cash,Chinese,none,1.25,1.25,1.15,Satisfactory,1,0,0,0
U1125,0,casual drinker,formal,friends,public,single,independent,1990,technology,hard-worker,Catholic,student,white,57,low,1.67,Mexican,only cash,1.09,1.09,1.27,Satisfactory,1,135042,Restaurant Oriental Express,Tangamanga 7 Tangamanga,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,only cash,Chinese,none,1.25,1.25,1.15,Satisfactory,1,1,1,1
U1137,0,social drinker,formal,family,public,single,independent,1989,eco-friendly,hard-worker,Catholic,student,blue,72,low,1.78,Mexican,only cash,1.86,1.79,1.93,Satisfactory,1,135042,Restaurant Oriental Express,Tangamanga 7 Tangamanga,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,only cash,Chinese,none,1.25,1.25,1.15,Satisfactory,1,2,2,2
U1125,0,casual drinker,formal,friends,public,single,independent,1990,technology,hard-worker,Catholic,student,white,57,low,1.67,Mexican,only cash,1.09,1.09,1.27,Satisfactory,1,135043,pizza clasica,524 Soledad de Graciano Sanchez,Soledad,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,only cash,multiple,none,0.89,1.11,1.11,Unsatisfactory,0,1,1,2
U1099,1,social drinker,informal,family,public,single,independent,1989,technology,conformist,Catholic,student,purple,70,high,2,Mexican,multiple,1.09,1.18,1.09,Satisfactory,1,135043,pizza clasica,524 Soledad de Graciano Sanchez,Soledad,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,only cash,multiple,none,0.89,1.11,1.11,Unsatisfactory,0,2,2,2
U1081,0,casual drinker,informal,family,public,single,independent,1991,variety,hard-worker,Catholic,student,green,52,low,1.54,Mexican,only cash,0.55,0.91,1.09,Unsatisfactory,0,135043,pizza clasica,524 Soledad de Graciano Sanchez,Soledad,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,only cash,multiple,none,0.89,1.11,1.11,Unsatisfactory,0,0,0,1
U1085,0,abstemious,no preference,solitary,car owner,single,independent,1988,technology,thrifty-protector,Catholic,student,black,84,NULL,1.7,Mexican,only cash,1.4,1.6,1.5,Satisfactory,1,135043,pizza clasica,524 Soledad de Graciano Sanchez,Soledad,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,only cash,multiple,none,0.89,1.11,1.11,Unsatisfactory,0,2,2,2
U1014,0,abstemious,NULL,friends,public,single,independent,1990,none,hard-worker,Catholic,student,blue,53,medium,1.69,multiple,only cash,1.36,1,1.09,Satisfactory,1,135043,pizza clasica,524 Soledad de Graciano Sanchez,Soledad,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,only cash,multiple,none,0.89,1.11,1.11,Unsatisfactory,0,1,0,0
U1005,0,abstemious,no preference,family,public,single,independent,1992,none,thrifty-protector,Catholic,student,black,65,medium,1.69,American,only cash,1.33,1.44,1,Satisfactory,1,135043,pizza clasica,524 Soledad de Graciano Sanchez,Soledad,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,only cash,multiple,none,0.89,1.11,1.11,Unsatisfactory,0,0,2,0
U1018,1,casual drinker,formal,friends,public,single,independent,1989,technology,thrifty-protector,Christian,student,blue,65,low,1.83,Mexican,only cash,0.8,0.8,0.9,Unsatisfactory,0,135043,pizza clasica,524 Soledad de Graciano Sanchez,Soledad,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,only cash,multiple,none,0.89,1.11,1.11,Unsatisfactory,0,0,0,0
U1058,0,abstemious,formal,family,public,single,independent,1991,variety,hard-worker,Catholic,student,red,74,low,1.78,Cuban,only cash,1.6,1.5,1.2,Satisfactory,1,135043,pizza clasica,524 Soledad de Graciano Sanchez,Soledad,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,only cash,multiple,none,0.89,1.11,1.11,Unsatisfactory,0,1,2,2
U1057,1,casual drinker,formal,friends,public,single,independent,1989,technology,hunter-ostentatious,Catholic,student,yellow,69,medium,1.83,American,multiple,0.91,0.55,0.45,Unsatisfactory,0,135043,pizza clasica,524 Soledad de Graciano Sanchez,Soledad,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,only cash,multiple,none,0.89,1.11,1.11,Unsatisfactory,0,1,1,1
U1059,0,abstemious,formal,friends,on foot,single,independent,1987,technology,thrifty-protector,Catholic,student,blue,57,medium,1.69,Mexican,only cash,1.6,1.3,1.2,Satisfactory,1,135044,Restaurant Wu Zhuo Yi,Himno Nacional 100 Avenida,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,only cash,Chinese,none,1.25,1.25,1,Satisfactory,1,2,1,1
U1046,0,social drinker,no preference,friends,car owner,single,independent,1990,retro,hard-worker,Catholic,student,black,82,medium,1.84,Bar,only cash,1.33,1.44,1.33,Satisfactory,1,135044,Restaurant Wu Zhuo Yi,Himno Nacional 100 Avenida,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,only cash,Chinese,none,1.25,1.25,1,Satisfactory,1,1,1,0
U1083,0,abstemious,NULL,NULL,NULL,NULL,NULL,1981,none,hard-worker,none,NULL,yellow,40,NULL,1.6,Mexican,only cash,1.44,1.67,1.56,Satisfactory,1,135044,Restaurant Wu Zhuo Yi,Himno Nacional 100 Avenida,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,only cash,Chinese,none,1.25,1.25,1,Satisfactory,1,1,2,2
U1134,0,casual drinker,no preference,family,public,single,independent,1991,variety,hard-worker,Catholic,student,black,52,medium,1.65,Mexican,only cash,1.44,1.19,1.19,Satisfactory,1,135044,Restaurant Wu Zhuo Yi,Himno Nacional 100 Avenida,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,only cash,Chinese,none,1.25,1.25,1,Satisfactory,1,1,1,1
U1135,0,casual drinker,informal,family,on foot,single,kids,1988,variety,hunter-ostentatious,Catholic,student,purple,66,low,1.54,multiple,only cash,0,0,0,Unsatisfactory,0,135045,Restaurante la Gran Via,Venustiano Carranza 560 Centro,San Luis Potosi,Mexico,Wine-Beer,none,casual,no_accessibility,high,SLP,familiar,f,closed,none,multiple,NULL,yes,1.46,1.31,1.31,Satisfactory,1,0,0,0
U1120,0,abstemious,informal,friends,public,single,independent,1930,variety,hard-worker,none,student,green,47,low,1.57,Mexican,only cash,1.11,1.11,1.22,Satisfactory,1,135045,Restaurante la Gran Via,Venustiano Carranza 560 Centro,San Luis Potosi,Mexico,Wine-Beer,none,casual,no_accessibility,high,SLP,familiar,f,closed,none,multiple,NULL,yes,1.46,1.31,1.31,Satisfactory,1,1,2,2
U1084,1,casual drinker,formal,family,public,single,independent,1991,variety,thrifty-protector,Catholic,student,red,65,medium,1.6,Mexican,only cash,1.8,1.6,1.9,Satisfactory,1,135045,Restaurante la Gran Via,Venustiano Carranza 560 Centro,San Luis Potosi,Mexico,Wine-Beer,none,casual,no_accessibility,high,SLP,familiar,f,closed,none,multiple,NULL,yes,1.46,1.31,1.31,Satisfactory,1,2,2,2
U1086,0,social drinker,no preference,family,car owner,single,independent,1991,variety,hunter-ostentatious,Catholic,student,red,49,medium,1.59,Italian,multiple,1.56,1.11,1.33,Satisfactory,1,135045,Restaurante la Gran Via,Venustiano Carranza 560 Centro,San Luis Potosi,Mexico,Wine-Beer,none,casual,no_accessibility,high,SLP,familiar,f,closed,none,multiple,NULL,yes,1.46,1.31,1.31,Satisfactory,1,2,2,2
U1099,1,social drinker,informal,family,public,single,independent,1989,technology,conformist,Catholic,student,purple,70,high,2,Mexican,multiple,1.09,1.18,1.09,Satisfactory,1,135045,Restaurante la Gran Via,Venustiano Carranza 560 Centro,San Luis Potosi,Mexico,Wine-Beer,none,casual,no_accessibility,high,SLP,familiar,f,closed,none,multiple,NULL,yes,1.46,1.31,1.31,Satisfactory,1,1,1,1
U1036,0,social drinker,informal,family,public,single,independent,1991,none,hard-worker,Catholic,student,blue,76,medium,1.7,Mexican,only cash,1.75,1.83,1.75,Satisfactory,1,135045,Restaurante la Gran Via,Venustiano Carranza 560 Centro,San Luis Potosi,Mexico,Wine-Beer,none,casual,no_accessibility,high,SLP,familiar,f,closed,none,multiple,NULL,yes,1.46,1.31,1.31,Satisfactory,1,2,2,2
U1054,0,social drinker,formal,family,public,single,independent,1992,technology,thrifty-protector,Catholic,student,blue,59,medium,1.7,Mexican,only cash,1.91,1.73,1.27,Satisfactory,1,135045,Restaurante la Gran Via,Venustiano Carranza 560 Centro,San Luis Potosi,Mexico,Wine-Beer,none,casual,no_accessibility,high,SLP,familiar,f,closed,none,multiple,NULL,yes,1.46,1.31,1.31,Satisfactory,1,2,1,2
U1062,0,casual drinker,informal,friends,car owner,single,independent,1985,variety,hard-worker,Catholic,student,yellow,88,medium,1.68,Mexican,multiple,0,0,0,Unsatisfactory,0,135045,Restaurante la Gran Via,Venustiano Carranza 560 Centro,San Luis Potosi,Mexico,Wine-Beer,none,casual,no_accessibility,high,SLP,familiar,f,closed,none,multiple,NULL,yes,1.46,1.31,1.31,Satisfactory,1,0,0,0
U1024,0,abstemious,NULL,NULL,NULL,NULL,NULL,1930,none,hard-worker,none,NULL,yellow,40,NULL,1.2,Afghan,NULL,1.2,1.33,0.8,Satisfactory,1,135045,Restaurante la Gran Via,Venustiano Carranza 560 Centro,San Luis Potosi,Mexico,Wine-Beer,none,casual,no_accessibility,high,SLP,familiar,f,closed,none,multiple,NULL,yes,1.46,1.31,1.31,Satisfactory,1,2,2,0
U1022,0,casual drinker,formal,family,car owner,single,independent,1990,variety,hard-worker,Catholic,student,purple,46,medium,1.54,Mexican,only cash,1.29,1.21,1.43,Satisfactory,1,135045,Restaurante la Gran Via,Venustiano Carranza 560 Centro,San Luis Potosi,Mexico,Wine-Beer,none,casual,no_accessibility,high,SLP,familiar,f,closed,none,multiple,NULL,yes,1.46,1.31,1.31,Satisfactory,1,2,1,1
U1033,0,social drinker,no preference,family,on foot,single,NULL,1991,none,hard-worker,none,student,yellow,54,low,1.6,Mexican,only cash,1.73,1,0.91,Satisfactory,1,135045,Restaurante la Gran Via,Venustiano Carranza 560 Centro,San Luis Potosi,Mexico,Wine-Beer,none,casual,no_accessibility,high,SLP,familiar,f,closed,none,multiple,NULL,yes,1.46,1.31,1.31,Satisfactory,1,2,1,2
U1001,0,abstemious,informal,family,on foot,single,independent,1989,variety,thrifty-protector,none,student,black,69,medium,1.77,American,only cash,1.11,1.22,1.22,Satisfactory,1,135045,Restaurante la Gran Via,Venustiano Carranza 560 Centro,San Luis Potosi,Mexico,Wine-Beer,none,casual,no_accessibility,high,SLP,familiar,f,closed,none,multiple,NULL,yes,1.46,1.31,1.31,Satisfactory,1,1,1,1
U1016,0,casual drinker,informal,friends,on foot,single,independent,1991,eco-friendly,thrifty-protector,Catholic,student,green,70,medium,1.67,multiple,only cash,1.92,2,1.69,Satisfactory,1,135045,Restaurante la Gran Via,Venustiano Carranza 560 Centro,San Luis Potosi,Mexico,Wine-Beer,none,casual,no_accessibility,high,SLP,familiar,f,closed,none,multiple,NULL,yes,1.46,1.31,1.31,Satisfactory,1,2,2,2
U1033,0,social drinker,no preference,family,on foot,single,NULL,1991,none,hard-worker,none,student,yellow,54,low,1.6,Mexican,only cash,1.73,1,0.91,Satisfactory,1,135046,Restaurante El Reyecito,Agricultura 595 del Valle,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,multiple,Fast_Food,yes,1.27,1.27,0.82,Satisfactory,1,2,1,1
U1061,0,social drinker,no preference,friends,car owner,single,independent,1990,none,hard-worker,Catholic,professional,blue,40,medium,1.76,Mexican,multiple,1.61,1.83,1.67,Satisfactory,1,135046,Restaurante El Reyecito,Agricultura 595 del Valle,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,multiple,Fast_Food,yes,1.27,1.27,0.82,Satisfactory,1,1,2,1
U1057,1,casual drinker,formal,friends,public,single,independent,1989,technology,hunter-ostentatious,Catholic,student,yellow,69,medium,1.83,American,multiple,0.91,0.55,0.45,Unsatisfactory,0,135046,Restaurante El Reyecito,Agricultura 595 del Valle,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,multiple,Fast_Food,yes,1.27,1.27,0.82,Satisfactory,1,1,0,0
U1098,0,social drinker,formal,family,public,single,independent,1991,none,thrifty-protector,Catholic,student,green,68,medium,1.76,Mexican,only cash,1.33,1.5,1.08,Satisfactory,1,135046,Restaurante El Reyecito,Agricultura 595 del Valle,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,multiple,Fast_Food,yes,1.27,1.27,0.82,Satisfactory,1,1,2,1
U1092,0,abstemious,formal,solitary,public,single,dependent,1990,variety,thrifty-protector,Catholic,NULL,red,70,medium,1.69,Game,only cash,0.83,0.33,0.33,Unsatisfactory,0,135046,Restaurante El Reyecito,Agricultura 595 del Valle,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,multiple,Fast_Food,yes,1.27,1.27,0.82,Satisfactory,1,0,0,0
U1083,0,abstemious,NULL,NULL,NULL,NULL,NULL,1981,none,hard-worker,none,NULL,yellow,40,NULL,1.6,Mexican,only cash,1.44,1.67,1.56,Satisfactory,1,135046,Restaurante El Reyecito,Agricultura 595 del Valle,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,multiple,Fast_Food,yes,1.27,1.27,0.82,Satisfactory,1,2,2,1
U1113,0,casual drinker,formal,family,public,single,independent,1990,none,thrifty-protector,Catholic,student,blue,75,medium,1.73,Burgers,multiple,0.88,1.38,0.5,Unsatisfactory,0,135046,Restaurante El Reyecito,Agricultura 595 del Valle,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,multiple,Fast_Food,yes,1.27,1.27,0.82,Satisfactory,1,2,2,1
U1112,1,casual drinker,formal,friends,car owner,single,independent,1991,none,hard-worker,Catholic,student,white,69,medium,1.69,Mexican,only cash,0.38,0.23,0.46,Unsatisfactory,0,135046,Restaurante El Reyecito,Agricultura 595 del Valle,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,multiple,Fast_Food,yes,1.27,1.27,0.82,Satisfactory,1,0,0,0
U1108,0,abstemious,informal,solitary,public,single,independent,1983,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,multiple,multiple,1.4,1.6,1.2,Satisfactory,1,135046,Restaurante El Reyecito,Agricultura 595 del Valle,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,multiple,Fast_Food,yes,1.27,1.27,0.82,Satisfactory,1,1,2,1
U1136,1,social drinker,no preference,friends,car owner,single,independent,1990,retro,thrifty-protector,Catholic,student,black,50,low,1.6,Mexican,only cash,1.6,1.7,1.8,Satisfactory,1,135046,Restaurante El Reyecito,Agricultura 595 del Valle,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,multiple,Fast_Food,yes,1.27,1.27,0.82,Satisfactory,1,2,2,2
U1134,0,casual drinker,no preference,family,public,single,independent,1991,variety,hard-worker,Catholic,student,black,52,medium,1.65,Mexican,only cash,1.44,1.19,1.19,Satisfactory,1,135046,Restaurante El Reyecito,Agricultura 595 del Valle,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,multiple,Fast_Food,yes,1.27,1.27,0.82,Satisfactory,1,2,1,1
U1134,0,casual drinker,no preference,family,public,single,independent,1991,variety,hard-worker,Catholic,student,black,52,medium,1.65,Mexican,only cash,1.44,1.19,1.19,Satisfactory,1,135047,Restaurante Casa de las Flores,General Mariano Arista 1205 Barrio de Tequisquiap,San Luis Potosi,Mexico,Wine-Beer,section,informal,no_accessibility,high,SLP,familiar,f,closed,none,multiple,NULL,yes,1.1,1.2,1.1,Satisfactory,1,1,1,1
U1106,0,casual drinker,informal,friends,car owner,single,independent,1930,technology,hard-worker,Catholic,professional,blue,65,medium,1.71,Barbecue,multiple,1.39,1.11,0.89,Satisfactory,1,135047,Restaurante Casa de las Flores,General Mariano Arista 1205 Barrio de Tequisquiap,San Luis Potosi,Mexico,Wine-Beer,section,informal,no_accessibility,high,SLP,familiar,f,closed,none,multiple,NULL,yes,1.1,1.2,1.1,Satisfactory,1,0,0,0
U1112,1,casual drinker,formal,friends,car owner,single,independent,1991,none,hard-worker,Catholic,student,white,69,medium,1.69,Mexican,only cash,0.38,0.23,0.46,Unsatisfactory,0,135047,Restaurante Casa de las Flores,General Mariano Arista 1205 Barrio de Tequisquiap,San Luis Potosi,Mexico,Wine-Beer,section,informal,no_accessibility,high,SLP,familiar,f,closed,none,multiple,NULL,yes,1.1,1.2,1.1,Satisfactory,1,0,0,0
U1116,0,social drinker,formal,family,public,married,kids,1987,technology,thrifty-protector,Catholic,student,blue,40,medium,1.71,Mexican,multiple,1.36,1.82,1.82,Satisfactory,1,135047,Restaurante Casa de las Flores,General Mariano Arista 1205 Barrio de Tequisquiap,San Luis Potosi,Mexico,Wine-Beer,section,informal,no_accessibility,high,SLP,familiar,f,closed,none,multiple,NULL,yes,1.1,1.2,1.1,Satisfactory,1,2,2,2
U1104,1,social drinker,no preference,family,car owner,single,independent,1991,technology,hunter-ostentatious,Catholic,student,blue,75,medium,1.71,Italian,multiple,1.25,1.33,1.17,Satisfactory,1,135047,Restaurante Casa de las Flores,General Mariano Arista 1205 Barrio de Tequisquiap,San Luis Potosi,Mexico,Wine-Beer,section,informal,no_accessibility,high,SLP,familiar,f,closed,none,multiple,NULL,yes,1.1,1.2,1.1,Satisfactory,1,1,2,1
U1055,0,abstemious,no preference,family,car owner,married,dependent,1952,none,hard-worker,Catholic,professional,blue,70,medium,1.66,Breakfast-Brunch,only cash,1.9,2,2,Satisfactory,1,135047,Restaurante Casa de las Flores,General Mariano Arista 1205 Barrio de Tequisquiap,San Luis Potosi,Mexico,Wine-Beer,section,informal,no_accessibility,high,SLP,familiar,f,closed,none,multiple,NULL,yes,1.1,1.2,1.1,Satisfactory,1,2,2,2
U1053,0,casual drinker,informal,family,public,single,independent,1990,variety,thrifty-protector,Catholic,student,red,66,low,1.72,Mexican,only cash,1.77,1.54,1.23,Satisfactory,1,135047,Restaurante Casa de las Flores,General Mariano Arista 1205 Barrio de Tequisquiap,San Luis Potosi,Mexico,Wine-Beer,section,informal,no_accessibility,high,SLP,familiar,f,closed,none,multiple,NULL,yes,1.1,1.2,1.1,Satisfactory,1,2,2,2
U1029,1,casual drinker,formal,family,public,single,independent,1990,variety,conformist,Catholic,student,white,58,low,1.6,Mexican,only cash,0.9,0.9,0.7,Unsatisfactory,0,135047,Restaurante Casa de las Flores,General Mariano Arista 1205 Barrio de Tequisquiap,San Luis Potosi,Mexico,Wine-Beer,section,informal,no_accessibility,high,SLP,familiar,f,closed,none,multiple,NULL,yes,1.1,1.2,1.1,Satisfactory,1,1,1,1
U1025,0,social drinker,no preference,family,public,single,NULL,1990,none,thrifty-protector,Catholic,student,red,65,medium,1.79,Mexican,NULL,1.55,1.18,1.18,Satisfactory,1,135047,Restaurante Casa de las Flores,General Mariano Arista 1205 Barrio de Tequisquiap,San Luis Potosi,Mexico,Wine-Beer,section,informal,no_accessibility,high,SLP,familiar,f,closed,none,multiple,NULL,yes,1.1,1.2,1.1,Satisfactory,1,1,1,1
U1010,0,social drinker,no preference,friends,car owner,married,kids,1987,technology,hard-worker,none,student,green,40,medium,1.67,Mexican,only cash,0.88,1.13,0.88,Unsatisfactory,0,135047,Restaurante Casa de las Flores,General Mariano Arista 1205 Barrio de Tequisquiap,San Luis Potosi,Mexico,Wine-Beer,section,informal,no_accessibility,high,SLP,familiar,f,closed,none,multiple,NULL,yes,1.1,1.2,1.1,Satisfactory,1,1,1,1
U1006,1,social drinker,no preference,friends,car owner,single,independent,1989,variety,hard-worker,none,student,blue,75,medium,1.8,Mexican,only cash,1.36,1.18,1.64,Satisfactory,1,135048,Restaurante Bar Fu-hao,Jesus Goytortua 390 Tangamanga,San Luis Potosi,Mexico,Wine-Beer,none,informal,no_accessibility,high,SLP,familiar,f,closed,none,multiple,Bar,yes,1,1.33,1.33,Satisfactory,1,1,1,2
U1055,0,abstemious,no preference,family,car owner,married,dependent,1952,none,hard-worker,Catholic,professional,blue,70,medium,1.66,Breakfast-Brunch,only cash,1.9,2,2,Satisfactory,1,135048,Restaurante Bar Fu-hao,Jesus Goytortua 390 Tangamanga,San Luis Potosi,Mexico,Wine-Beer,none,informal,no_accessibility,high,SLP,familiar,f,closed,none,multiple,Bar,yes,1,1.33,1.33,Satisfactory,1,2,2,2
U1048,1,casual drinker,no preference,NULL,public,single,independent,1988,eco-friendly,thrifty-protector,none,student,green,65,medium,1.7,Mexican,only cash,1.57,1.57,1.29,Satisfactory,1,135048,Restaurante Bar Fu-hao,Jesus Goytortua 390 Tangamanga,San Luis Potosi,Mexico,Wine-Beer,none,informal,no_accessibility,high,SLP,familiar,f,closed,none,multiple,Bar,yes,1,1.33,1.33,Satisfactory,1,0,1,0
U1061,0,social drinker,no preference,friends,car owner,single,independent,1990,none,hard-worker,Catholic,professional,blue,40,medium,1.76,Mexican,multiple,1.61,1.83,1.67,Satisfactory,1,135048,Restaurante Bar Fu-hao,Jesus Goytortua 390 Tangamanga,San Luis Potosi,Mexico,Wine-Beer,none,informal,no_accessibility,high,SLP,familiar,f,closed,none,multiple,Bar,yes,1,1.33,1.33,Satisfactory,1,2,2,2
U1112,1,casual drinker,formal,friends,car owner,single,independent,1991,none,hard-worker,Catholic,student,white,69,medium,1.69,Mexican,only cash,0.38,0.23,0.46,Unsatisfactory,0,135048,Restaurante Bar Fu-hao,Jesus Goytortua 390 Tangamanga,San Luis Potosi,Mexico,Wine-Beer,none,informal,no_accessibility,high,SLP,familiar,f,closed,none,multiple,Bar,yes,1,1.33,1.33,Satisfactory,1,0,0,0
U1136,1,social drinker,no preference,friends,car owner,single,independent,1990,retro,thrifty-protector,Catholic,student,black,50,low,1.6,Mexican,only cash,1.6,1.7,1.8,Satisfactory,1,135048,Restaurante Bar Fu-hao,Jesus Goytortua 390 Tangamanga,San Luis Potosi,Mexico,Wine-Beer,none,informal,no_accessibility,high,SLP,familiar,f,closed,none,multiple,Bar,yes,1,1.33,1.33,Satisfactory,1,1,2,2
U1097,0,abstemious,formal,family,public,single,independent,1990,variety,hard-worker,Catholic,student,black,58,medium,1.64,Mexican,only cash,1.77,1.23,0.92,Satisfactory,1,135049,Restaurante de Mariscos la Langosta,Cordillera de Los Alpes 675 Loma Verde,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,only cash,Seafood,none,1,0.6,1,Satisfactory,1,2,1,1
U1083,0,abstemious,NULL,NULL,NULL,NULL,NULL,1981,none,hard-worker,none,NULL,yellow,40,NULL,1.6,Mexican,only cash,1.44,1.67,1.56,Satisfactory,1,135049,Restaurante de Mariscos la Langosta,Cordillera de Los Alpes 675 Loma Verde,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,SLP,familiar,f,closed,none,only cash,Seafood,none,1,0.6,1,Satisfactory,1,0,0,0
